,overall,reviewTime,reviewText
402525,1.0,2005,This pin is absolutely beautiful. I'm going to take a look at the other marcasite pieces Silver Insantity carries.
402541,-1.0,2005,"This is the first sports bra I ever bought. When I first tried it, (I was 38DD) it was extremely uncomfortable (the cups and the band) and I thought it might have to do with my size why it was so uncomfortable. Once I was a smaller size (I'm now 36D), I first tried it in 36DD, then 36D and it was still extremely uncomfortable (even when it was loose). I recommend the Shock Absorber bras, but if one has to get a Champion bra, get the Champion Inter-Shape Underwire Sports Bra (Champion Style 141), as it was a lot more comfortable than this one, even though it has an underwire."
402632,1.0,2003,"Now that so many airlines have cut meal service...  Do we really miss that nasty food anyway???  I certainly don't & this is considered a personal item on most airlines ~ so you still get to take your carry on...
It's made for one, but you can easy fit enought food for too, since they still have beverage service."
402661,1.0,2005,Elastic sleeves would be better than the adjustable velcro.  It is a sloppy fit around the wrists.
402953,1.0,2006,"I am happy with my purchase. I am very pleased with the item and the promptness of the delivery. Althoug I got notification of the delivery AFTER I got the purse. But, that is OK.

I am very pleased. I would purchase from them again.

Thank You

D.L. Scheuerman"
403409,1.0,2006,"Delivered on time, product looks as good if not better than the picture. Overall very impressed."
403410,1.0,2006,"I have purchased this item a month ago and when I received the earrings they were just great. The earrings were good in color,clarity and cut. Have checked few dept store prices,ebay etc and this was a pertty good deal. I really loved them and the shine was very verygood. Worth spending the money and I hope to buy more from this jeweler when I see more good deals.

Would certainly recommend buying this product"
403421,1.0,2006,"Just got mine. I looked all over the place for platinum bands in a size 8. In my family hometown, we had jewelers tell us that the cost would be $1500. In downtown chicago, the prices got better, where they were quoting $800 for the same band but it was here for $600. I ordered it on Saturday and got it on Tuesday, the shipping was free and fast! It looks amazing and is marked PLAT inside. I could not recommend this ring more. If you're a person who prefers to save money, than pay hundreds of dollars more just to say you got the exact same thing at a certain store, then this deal is for you.

Please note that you should refer to other expert amazon.com reviews that mention when choosing comfort fit, you should choose a size 1/4 to 1/2 less than your normal ring size. I'm glad I did and it avoided any issues with the size."
403422,1.0,2005,"We looked all over for a man's wedding band in 14K, 18K and platinum . . .and found this plat one to be the best quality and the cheapest . . .All the local dealers quoted us $1100-1300 for the equivalent platinum band . . so this Amazon band was a no brainer!"
403447,1.0,2006,"APLOLO AND SONNY SAKI VS PETTY WILLAMS AND ERIC YOUNG

A FACED PAST MATCH. NOT GOOD BUT NOT BAD BUT IT WAS SOLID. WILLAMS AND YOUNG WIN.

MATCH RATING: 5.5/10

CHRIS SABIN AND TRACI VS MATT BENTLY AND TRINITY

OK WOMENS WRESTLING BUT PRETTY GOOD X DIVSION WRESTLING. IT MOVES AT A GOOD PACE AND TRACI TURNS HER BACK ON SABIN. BENTLY AND TRINITY WIN.

MATCH RATING: 6/10

HOUSE OF FUN MATCH

RAVEN VS SEAN WALTMAN

NEEDLESS TO SAY IT WAS A BRUTAL MATCH!!!!!!! RAVEN WALTMAN BLED BIG TIME AND CHAIRS,TRASH CANS,TRASH CAN LIDS,TABLES,A KENDO STCIK,AND A STAPLE GUN WERE ALL USED!!!!!!!!!! GOOD MATCH RAVEN WINS.

MATCH RATING: 10/10

DDP AND RON KILLINGS VS KIP JAMES AND MONTY BROWN

NO THAT EXCITING BUT A DECNT TAG MATCH. THERE IS A RUN IN BY PHI DELTA SLAM TO. BROWN AND JAMES WIN.

MATCH RATING: 6/10

NWA TAG TEAM CHAMPIONSHIP

THE NATURALS(CHAMPIONS) VS AMW

A GREAT MATCH THAT WAS IN MEMORY OF THE LATE CHRIS CANDIDO. GREAT MATCH AND BEST TAG MATCH OF THE NIGHT. NATRUALS WIN.

MATCH RATING: 8/10

X DIVSOIN CHAMPIONSHIP

CRISTOPHER DAINLES(CHAMPION) VS SHOCKER

GOOD X DIVSION MATCH AND WASOME ENDING WHEN DAINLES DID A ANGELS WINGS OFF THE TOPE ROPE. DAINLES WINS.

MATCH RATING: 8.5/10

20 MAN GAULENT FOR THE GOLD

ITS KINDA LIKE A ROYAL RUMBLE MATCH BUT WHEN THE LAST 2 WRESTLERS ARE IN THE RING IT IS THEN A NORMAL MATCH. IT CAME DOWN TO RON KILLINGS AN ABYSS. BOLTH OF THEM ARE GREAT WRESTLERS AND THEY PUT ON A GREAT MATCH. ABYSS WINS.

MATCH RATING: 8/10

NWA CHAMPIONSHIP W/GUEST REF TITO ORTIZ

AJ STYLES VS JEFF JARRET

A HELL OF A MATCH!!! IT WAS EVEN BETTER THAT ORTIZ WAS THE REF. THRERE IS A RUN IN BY MONTY BROWN BUT HE POUNCED JARRET BY ACITDENT. A REAL COOL ENDING WHEN AJ DID THE SPIRAL TAP!!!!! AJ WINS.

MATCH RATING: 10/10

HARD JUSTICE 2005 GETS A 8.5/10WITCH MEANS ITS A MUST HAVE."
403448,1.0,2006,"Hard Justice was another in TNA's long line of great PPV's with plenty of off the wall antics,great matches,and memorable moments. Tracy Brooks turned on  Chris Sabin and Matt Bentley turned on Trinty reuniting Brooks-Bentley during the mixed tag match. Raven beat Sean Waltman AKA X-Pac,123 Kid,and Syyx in a vicious House Of Fun match that recieved a standing ovation from all who witnessed it in the Impact Zone with Raven backdropping Waltman onto the door with it breaking down and him falling out of the ring with Raven getting the hard fought pin. The Naturals beat AMW in a classic tag team title match with The Naturals dedicating the win to their fallen mentor the great Chris Candido (RIP Chris you will never be forgotten).Chris Daniels beat mexican superstar Shocker in an X-division title thriller and Abyss won an exciting Gauntlet For The Gold to become the #1 Contender to the NWA title next month at Slammiversary. Then in the main event of the evening A.J Styles beat Jeff Jarrett with ultimate fight legend Tito Ortiz as guest referee in a classic that saw A.J Styles end Jeff's 11 month reign as NWA champion and begin his third reign as NWA champion. So get it for the House Of Fun,NWA title match,and tag title match also get it for the X-Division title match,and Gauntlet For The Gold as they are both quite good matches as well. So all in all this is one of the best TNA PPV DVDs out now and if it's in a store near you I suggest you pick it up. Long Live TNA!!!!!!!!!!!!!!!!"
403720,1.0,2005,"I'm  very interested  in this  bracelet, but  not  knowing  the  leangth and  width  I  just  can't  make up  my  mind. I  appreciate  very  much  if you  could  let  me  know. Thanks. v.m.s.  from  Oak  park, IL  U.S.A.

vmshan1969@yahoo.com"
403721,1.0,2004,"Hi,
I am very interested in this piece. I had purchased a very similar bracelet in Cancun 3 years ago, and paid $40 for it then. I have lost my bracelet, and am trying to find the replacement. Can you tell me the weight of the piece? Thanks, Robyn:  rhen@rcn.com"
403767,-1.0,2005,"If you need to do anything other than order with this company, make sure and CALL them.  I sent them an e-mail within three minutes of my order accidentally being submitted.  I was informed, four days later when I called after receiving a notice my item was sent, that they ""don't have time to answer all their e-mails.""  Clearly they don't even read them."
404051,1.0,2005,I just received this wedding band in the mail. It is so nice and very very comfortable. An excellant price for platinum.
404052,1.0,2005,"I bought the 4mm for my fiance and the 2.5mm for myself.  Both rings are stamped ""PLAT 950"".  The craftmanships is awesome, beautifully detailed milgrains. You can't beat this price!"
404515,1.0,2006,"While at a very large airport trekking from one gate to another, my feet were killing me when I saw these clogs in an aiport shoe store.  I bought a pair and continued the walk in them. Being a person  that has always had foot problems, these are the best investment in shoes I have ever made.  Not only did my feet not hurt during the walking, they didn't hurt the next day either as with regular shoes. I can't claim the same for other brands and probably never will. Why mess with perfection?  Thanks Holeys."
404786,-1.0,2005,According to the label the small is supposed to be a 3-6month size. These did not fit my 16 lb 4 month old. What a waste of money!
404790,1.0,2004,MY BOYS 5YRS AND 2YRS LOVE SPONGEBOB AND ALL OF HIS FRIENDS AND THIS IS ASET THAT GOOD FOR BOYS B/C EVERYTHING ELSE IS VIOLENCE RELATED
404791,1.0,2003,"I bought this bed spread 2 weeks ago and I LOVE IT!!!!!!!I rate it 5/5 or better!!!! You shoud buy it, it is very warm, soft and comfortable!!!!!Spongebob is my most favorite character in the whole world!!!!!!!!"
404906,1.0,2006,"But, they, like most Ralph Lauren sunglasses run a little wide.

Not horribly, but if you have a tiny face just keep that part in mind."
404927,1.0,2005,"I will have to admit, at first i thought it would not be all that nice because of the price. But i have to tell you that after i recieved the ring through the mail i wass very supprised and very pleased. I will definatly pass information on to all my friends and let them know how easy it was to find exactly what i was looking for from Amazon."
404985,1.0,2006,I want this bag soooooooooo much.. i've seen it in black andthats the one i want..it just cost soo much :-( but i love it
405005,1.0,2006,"Love it, Love it, Love it!!

It's the perfect size, great constructed quality. The only thing I would change is the strap... I think for the shape I would prefer a handle, not a long strap.  Although it's adjustable, it still doesn't adjust all the way down to a nice little handle. I think it would have been more versatile if there were both, like a built in handle and a clip on strap.

Otherwise, I'm extremely happy with the purchase."
405006,1.0,2006,"This bag is so adorable. It looks like a little pink and black tresure chest. It's got great insular qualities, to the point that my frozen fruit often freezes my celery sticks. It's lightweight and sturdy and the strap is plenty long enough. Thumbs up!"
405117,1.0,2006,"I bought these for my wife and she loves it!  (Do I need to continue?)

-It is incredibly light, very comfortable.

-It is curved at the left and right end (with curved lens) but there is almost no distortion on the vision throught the curved lens.

- Because it is curved, it prevent bright light from entering from the side as well.  Works well while driving according to her.

- overall its kind of wide, it fits better with wider face.  My wife's face is not very wide but it still fits fine.

- Because of its curve shape, the carrying case is kind of big.  Too big to fit in her small purse.  I got a small pouch for her and it works fine.

- The new Gucci logo (a 'G' of left and an upside down 'G' on right), is a lot lower profile than their old huge 'G'.  This is a plus for our taste.  Some people may not like it.

Overall, its a very nice pair of sunglasses."
405254,1.0,2006,"I have a rather small face so the larger style glasses have been looking a little overwhelming, but these were perfect!! They're a little larger than the picture, and have small rhinestones across the top. They come with the Dior case and cleaning cloth.  Definitely a great buy!!"
405355,1.0,2006,"I agree with Traci: the diamonds-by-the yard necklace is lovely. The diamonds are white and sparkly: like little stars draped around your neck. The price is wonderful as well. For anyone who has wanted diamonds-by-the yard, like I have for a long time, why wait when you can get them for such a reasonable price? Ross-Simons continues to impress me! I ordered the piece on Monday and it's around my neck as I type this review. :o)

A Canadian Shopper pleased once again."
405356,1.0,2005,"Beautiful! I always wanted Tiffany Diamonds By the yard, but that costs WAY more than my budget allows. This necklace from Ross-Simmons is a wonderful look alike. It is white gold, 20"" with 7 bezel set diamonds. I love it and I have not taken it off since the day I got it! Don't hesitate, don't shop around, buy this one, it is perfect!"
405445,1.0,2005,"Very nice design.

- Holds 2 dvd's per movie

- Still has the open slot on the front for your DVD cover and then the 2 dvd's go in the back, sliding into slots, leaving part of them exposed for easy viewing.

- Detachable pages.

- There's no extra pocket on the inside cover, that would be nice for some of the extras.

- The DVD cover pockets are bigger (wider) than my old binder - I used to have to cut the cover if I took it from the outside of the DVD.  In this one, I can just fold it in half, and it fits in easily.  Also, if I have one of those awful cardboard covers, I can just cut it along the edge instead of having to trim it on both sides."
405719,-1.0,2005,"....time. As a member of the pre-sunscreen, baby boomer generation, I've had ample sun exposure. I also just had eye surgery a month ago to remove basal cell carcinoma from my lower eyelid. Though I can't speak to these sunglasses, no one should ever buy a pair without knowing they've got 100% UltraViolet protection. In actuality, it's worse to wear sunglasses without UV protection than to wear nothing. Without UV protection, your pupil dialates behind the sunglasses & receives even more sun damage than your eye uncovered (which won't dialate in the sun.) The pupil dialation can lead to cataracts, the unprotected skin to cancer...& while I'm fine, I did lose my right tear duct & they removed quite a bit of skin in an area that's small.  My mantra? 100% UV Protection!"
405722,1.0,2005,"I love it. The service was great right from the start.

I love the e-mails that tell me where the shipment is, and when I can expect it.

The product is just as beautiful as it was on the site.

I am very, very happy!"
405857,1.0,2005,Ordered the ring on 1/23 and received it on 1/25. The quality is Platnum 950 and the fit is perfect. Retailers want $1K for this ring...Amazon put it on my finger for $503. You can't go wrong with this purchase.
405903,1.0,2006,"I really like this laptop case because it looks more like a purse.  It's very stylish.  The only problem I've had is the straps aren't very padded so if you're walking a long way it gets a little bit uncomfortable.  But it's very roomy and has some extra compartments, so overall I'm very pleased with it."
406092,-1.0,2006,"They have an error between the warehouse and whats advertised on the website.  The style and color are totally different.  Twice, they have sent the wrong product."
406139,1.0,2006,The product is the same as I have seen on the web site. The quality of emerald looks good and this is the best deal I can get on the internet.
406140,-1.0,2005,"I purchased expecting something of a reasonable weight...I was wrong.  What I got was VERY thin and felt cheap.  The lettering on mine was hardly readable because the background was tarnished (that I fixed with a polishing cloth).  Perhaps for the price I had higher epectations than I should have, but I was just not impressed."
406143,-1.0,2004,"This is a nice bracelet. I would order it, but you have to tack on an extra 7.95 for shipping. not worth it when I can just go to Macy's and buy it for around 15 bucks."
406197,1.0,2006,"I'm swimming every day therefore I needed something very durable, very chlorine resistant. This was my 4th swimsuit purchase in six months. Well, this swimsuit IS really chorine resistant, so far (3 months) it kept it's color, and shape. It is comfortable too, although it is hard to take it off when it is wet."
406247,1.0,2006,"its a very nice ring, with a great meaning. it's like a promise ring for your girlfriend/fiance/wife... i just hope it fits my girlfriend because it only comes in size 6."
406834,1.0,2006,"In the quest for the perfect baby bag, I purchased this bag and LOVE it!  I have 2 kids in diapers and are always on the go - it keeps diapers separate from snacks, serparate from medicines, separate from keys... etc.!  It isn't too deep so it's easy to get in and out of. The ripstop is light weight and water resistant although it does ""collapse"" easily (but great for stuffing under a carriage) where the microfiber is stiffer and might stand up a little better for easier viewing into the bag.  It is also great for on the go with no kids!"
406997,1.0,2006,"it's pretty nice just doesn't look good with my small face... but if u have a regular face, it's very cool, the other thing that i don't really like is: the rimless glasses touch my face..."
407005,0.0,2005,"I ordered this item and although what might have been sent may well be the model as described, it is NOT what is shown in the picture. The product delivered not only has a more rectangular lens shape, the supports that go over the ears, far from being curved and smooth as in the picture are in fact straight and ""rippled"". The color isn't the same, either, although that can be subjective. Having looked elsewhere on the web, the exact same picture appears with this model on other retail sites. However, I have been unable to find a picture of the sunglasses supplied to me. This leads me to suspect that the item supplied was, in fact, the correct model but that the picture (probably supplied by the manufacturer) shows an entirely different model.  I am in the process of returning this item: I will not be a happy camper if I have to pay a restocking fee!"
407028,1.0,2005,"My son is 7, but small for his age.  He cannot fit the Heely's yet and also he is just starting to learn and is very cautious.  He loves these and wants to go with whichever parent is going on errands.  He just pops them out and holds our hand.  (Too dangerous by himself in parking lots and in stores).  Backyard or sidewalk is ok without holding our hands.  I can get around fast on my errands too if I have a lot of walking. Just pull the kid. :-)  My son would rate it a 5, but I gave it a 4 because he did lose 1 wheel.  He still uses it though with 3 wheels on the one shoe.  My other son has heely's and they are cool, but I don't think walking on them (like he's in high heels) are good for his feet.  These you can pop back in and you walk flat.  The Heely's you have to pop out the wheel and carry it (and not lose them)."
407029,0.0,2005,But my dog chewed it up after a couple of weeks it was used.
407030,-1.0,2005,"We bought these for my son for his 4th birthday and although they are very sturdy, the buttons to release the wheels are on the inner part of the outside of the shoe.  So when he is walking in them, one of the shoes will hit the button on the other shoe and pop out the wheels mid-step!  This happens several times a minute!  They should have put the buttons on the other side of the shoe so that they don't hit each other!  He has had several bad falls (which drew blood!)  I would not recommend these until they make it impossible for the wheels to pop out spontaneously! (maybe making the buttons flush against the shoe instead of sticking out so far)"
407044,1.0,2006,"This bag is just what I needed.  It's roomy and has a lot of pockets for organization.  The center compartment (which is zippered) is big enough to fit all the stuff I take to work every day, and the straps are a perfect length.  My only issue is that the 2 outer side pockets are a little hard to open when the bag is zipped close and full.  Even so, I love this bag."
407066,1.0,2005,"Product Feedback

This hat is a high quality item made by REEBOK and licensed from the NFL Equipment and New England Patriots. The materials used are top notch twill-type fabric with color fast logos. The adjustable clasp in the back is Velcro and quite functional. The seams are double stitched and I would assume this hat will last me a lifetime. The materials and construction are what I would call comparatively ""heavy duty"" - meaning this hat is definitely meant to be worn often without the fuss of wear and tear. The top has small holes for ventilation.

The product is better looking and feeling than what I imagined from the picture when I ordered it. The top is white in the front and dark blue in the back. The duck-bill visor part is white on top and red on the bottom, which is pretty cool. The best part is the labels and logos though... lets talk about the obvious one first. The front sports the NFL XXXVIII Superbowl Champions logo, which is a must for any Pats fan. There are two logo patches (again, top notch quality) on the sides, REEBOK and Superbowl XXXVIII logos. In the back there's a NFL Equipment logo, plus the fastening Velcro strip has a ""Champions"" label as well. Oh, and there is a Suberbowl lettering on the duck bill as well, plus two logo patches on the inside!

Price Feedback

Most hats on the Patriots website are more expensive (although worth it) than this $9.99 price tag. Not sure if I bought this on some kind of sale but I must have. Even at its regular price, I would recommend it highly; especially for Patriots fans.

Operations Feedback

I received an email confirmation as soon as I placed the order. I received the hat by regular ground US Mail within 3 days of placing the order on Amazon.com. The package was properly packed in a brown sturdy box and labelled correctly. With the invoice, Eastbay also sent me a prepaid shipping label to send the hat back in case I wasn't happy, which was a good touch (of course, the shipping back amount would be deducted from the return if used).

Bottomline

If you are a Patriots fan, this is a no brainer. Get more than one and spread the love (you cant go wrong with this price!). If you aren't such a big Pats fan, you will still like owning this hat for its excellent craftsmanship and materials (not to mention great price).

Note: The hat was shipped by Eastbay, not Amazon itself, therefore I was not able to take advantage of the free shipping offer that Amazon gives on certain items. I did get free shipping on the other stuff I bought from Amazon though."
407070,1.0,2006,"I love this flip phone bag so much that I purchased two of them. I use them when going out for the evening, rather than carrying a large purse. It has room for all the essentials and is very attractive. Highly recommend this product."
407071,1.0,2006,"I bought this for my daughter because she carries her phone everywhere with her and normally she doesn't like to carry her bag, so this takes the place of carrying something bulky."
407073,1.0,2006,I loved this watch when I bought it at the store.  I lost it and now I have it again and I couldn't be happier.  Waterproof and brilliant.  I love this watch!
407087,1.0,2006,"This is a beautiful watch that keeps perfect time. It has a classic look and can be worn for both business and casual occasions. I returned my original shipment, thinking that it was defective. The second shipment had the same problem, and, after reading the material that came with the watch, I realized that the eco drive takes approximately two days to fully charge. Once charged the watch runs forever. Great product at a great price."
407101,-1.0,2006,"The glasses are very narrow and does not totally cover the eyes which defeats the whole purpose of spending so much on them.

I purchased and then returned the same because of this reason."
407108,1.0,2006,"The bag is super. Its small size makes it perfect for eveyday use.

I carry one or two books, an umbrella, a small notebook, and it

works just fine. Occasionally, I carry some grocery (yes it is

kind of roomy). Under such loads it looks vulnerable, but can

handle it. If you plan to carry more stuff, thick books then this

is not what you are looking for.

The corduroy is soft;  makes the bag cozy."
407111,1.0,2006,"IT'S A GREAT QUALITY MOCK, AS ALL THE ORIGINAL NFL REEBOK PRODUCTS.

I RECOMMEND IT!!!"
407114,1.0,2006,"I have had a number of JP OURSE purses because the leather is unbelievably beautiful and supple, the colors are gorgeous, and the linings have a really nice quality feel to them.  This little bag is great for slinging over your shoulder or body when you want to have your hands free and don't want to lug alot of stuff.  It won't hold much.. Just a few things..."
407116,1.0,2005,I lost one of these 30 years ago and have been looking for a replacement ever since. I was overjoyed to get this and very pleased with the quality and speedy delivery
407120,-1.0,2005,This purchase was my most disappointing purchase ever!  It's not Sterling Silver and it's Chinese Turquoise.  It's also not real leather.  So it's worth about $5 and is selling for 5 times that much.  I do NOT recommend this product!
407123,-1.0,2005,"These are super cheap plastic coated plastic.  The ""paint"" was already peeling off the frames when they arrived."
407124,-1.0,2005,Honestly the picture doesn't show the glasses in enough details. They look like they have a brushed finish but it is actually just shiny plastic. I didn't expect them to be metal or anything but they just look cheaper in person.
407125,-1.0,2005,"Well, I thought.... they were 50 dollars...so they must be good quality.  Buyer be warned these are cheap plastic and don't look worth 20 let alone 50 dollars.  I was so embarassed about the quality that I've been telling people I bought them at the dollar store.  Granted they are retro cool... but there has got to be a better pair out there. Kind of small too."
407126,1.0,2006,"Father's Day is always difficult - he has everything he needs!  Well, he didn't have LSU sunglasses!  He LOVES them!  He looks great in them, too!"
407134,1.0,2006,My son used this on a 75 mile white water raft trip.  It was easy for him to use and everything came home dry.
407138,1.0,2006,"This may be a cosmetic bag but it is my Las Vegas bag.  I can put everything I need in it and hang it from my wrist when I go out and about.

Sincerely,"
407146,1.0,2006,"I just recieved my shipment of 15 of these sweet little rings. We plan to use them in the maternity area of a hospital for still births...we will take photos of the babies hands with the rings then give them to the mothers as a keepsake. We often photograph babies hands with mothers wedding rings, but some womens hands swell during pregnancy and they don't wear their rings to the hospital. The low cost of the rings allows us to absorb the cost with a small donation from a recently bereaved family who shared our vision on this project."
407191,-1.0,2006,"This game is a complete failure. It claims to be interactive, but the DVD remote is ineffective in controlling any of the action. Playing this game is not fun or interesting, it is only frustrating. This was a total waste of time and money. The game's creator (Pressman Toy) should recall this product and refund the purchase price for anyone unlucky enough to have bought it. 24 is one of the best shows on TV, but this game is one of the worst on the market."
407192,-1.0,2006,"This game is horrible. It is controlled by the DVD remote allegedly, however it fails to react to anything you do with the remote. Everything results in failure. Do not waste your money on this game unless you really enjoy Los Angeles blowing up time and time again. Happy Boxing Day to all, and to all a better game than this."
407193,-1.0,2006,This DVD Game is really bad.  You have to solve problems with the DVD remote control which the games does not respond to at all.  You press a control button and a minute later something happens which of course is too late.  Have not made it past the second clue.  Don't waste your money on this game.  How do I go about getting my money back on this one.
407194,-1.0,2006,As a person who is an avid watcher of 24 I was really excited to play this game.  We tried to play the first challenge at least 3 times and could not make it past the second clue.  We searched for help online and no one seems to no how in the world this game works either.  The challenges make no sense and the dvd remote is in no way helpful to the playing of this game.  It is a HUGE disappointment.
407195,-1.0,2006,"I'm not sure how many times Jack Bauer is asked to take his DVD remote to save the world, but it works just as poorly in this board game as it would be stopping terrorists.

The challenges are impossible physical tasks meant to be performed on a DVD remote.  Most of them non-sensical hassles that are no fun."
408765,1.0,2006,"I took this Carry-on with me for a 4 day trip. You definately

have to be careful how you pack. It was great though. Very

easy to handle. Easily fits in overhead compartments. Great price. I would recommend this product for short trips."
408985,-1.0,2005,"These could be very cool shades if they made them out of quality materials instead of the brittle plastic and poorly tinted frames used. Don't get me wrong, it would have made my day if I found these for (...) at a novelty store - however I paid (...) plus shipping at Amazon.com, doh."
409615,1.0,2003,"These earings are beautiful! I bought these for one of my best friends, and I excepted them to be of lower quality. The stones shine and sparkle beautiful, and are much larger than I thought. WONDERFUL product!!"
410087,1.0,2006,People who are thinking of buying this product can definitely go ahead and do it! I love it every time I wear it!
410127,1.0,2003,"Very light and easy to wear.  I love the classic look, and the attention they attract."
410212,-1.0,2006,"These shirts stink!  I would give them 0 stars if that was an option.  At the price and for the amount of t-shirts in the package, I thought I was getting a bargain. However, the velcro closure in the crotch of the t-shirt is not firmly attached to the shirt, and the edge of the piece of velcro is sharp and pokey, and it scratched my little girls leg quite a bit.  Noth only that, they don't stay closed anyway!  The velcro is not very strong and has a way of coming undone all by itself.  Needless to say, I threw out the t-shirts.  Don't waste your money on these!!!"
410213,-1.0,2004,Were do I start the quility is just poor!!!! The velcro strips keep coming apart and the material is quite thin don't buy at all......
410271,1.0,2006,"For this sunglasses I can say:They are perfect,It's Ralph Lauren!!!

The combination of classical style with some modern features,high quality,

so comfortable,from now on they belong to my face forever.

S.Faleeva"
410619,1.0,2006,"wonderful quality bag

less really is more in this case.

great for taking the strain of a large bag off the shoulder"
410644,1.0,2006,"Nice!!!

It is NICE for a RSCA fan to be able to buy this in the States without being hit by the customs' charges when buying from Europe - or not be able to get this product at all.  I've ordered from Europe - and the customs' charges can be bad!!!

Thanks!!!"
411882,1.0,2005,"I've thoroughly used this bag for almost a year and a half and have had nothing but a great experience.  Please don't pay attention to the person who said this bag is made out of cheap material.  She hurt her own credibility by stating that she just got the bag, how can you make a decision on the quality and how long it will last if you haven't used it?

I've commutted to law school everyday with this bag filled with large books and my laptop for a long time now and have been rewarded with a quality bag.

Only cons are the weak padding and the fact that the CD player apocket is not protected to kep water from getting through the zipper.

Highly recommended."
411883,-1.0,2004,"The quality of this backpack is rather poor and comparable to many that are sold at Walmart for $15.00, so I paid twice as much!  The bottom fabric is not sturdy enough to take the daily cramming of schoolbooks, and i doubt will last more than 3-4 months.  Actually, I did find one backpack at Walmart that did have a pretty sturdy bottom about a year and a half ago for only $15.00; it finally wore out and since it isn't the beginning of the school year, Walmart's stock of backpacks is too limited at this time.  That's why I thought I'd try to buy one online.  I'll never do that again.  Some things should only be bought in person."
411884,1.0,2004,"I got this backpack for my birthday. I requested it because of the amount of space and the hidden laptop compartment. It has turned out to be the most comfortable backpack I've ever had. Both the straps and back are padded well and the straps are wide and curved to fit comfortably. They don't dig into my shoulders at all. My laptop weighs a little over 8lbs and I can't even feel it in the pack.

My only complaint is that there is no padding at the bottom of the laptop compartment. There is a decent amount of padding around the sides, but absolutely none at the bottom or the top. I'll make modifications, but if you're really concerned about this, you should try a different backpack."
412603,1.0,2005,"I have tried many sunglasses and either they showed things distorted, stretched out, scratched in no time and simply didn't hold up.  These glasses are different.  I've never been so pleased with such a product. Give them an A+"
412616,1.0,2005,I love this shirt because i miss her and she was a great singer and she should of never died but we cant do nothing. But we can remember her in this wonderful -T- we should remember she was Great and should never be forgoten. We miss you AALIYAH
412623,1.0,2006,"I ordered this swim suit recently, it arrived very quick,(with regualr shipping) and fit me very well, it's a better quality product compare to the speedo I bought from Sam's,  the only thing is they don't have size 34, I wear size 4 or size 6 cloth, so according to the chart, I suppose to order size 32, which is the largest available size, but I still feel it a little tie on me, maybe that 's the way professional swim wear suppose to be.

Overall, it's a good product."
412625,-1.0,2005,"i was so disapointed when i got these in the mail. They are more boxy/rectangular than their picture makes them appear. But thats nothing compared to how cheap and fragile these things feel when you put them on. Its like they could break in half just by putting them on. The lenses are bendable plastic. You would be better off going to a convienence store and getting some cheap shades there then buying these things. Plus, they add another $9.00 for shipping. Come on! Basically, I spent $30 for sunglasses worth $2.00...Rip off"
413170,1.0,2006,This really is a stunning ring. My husband bought it for me for Christmas and we were having my original engagement ring diamond mounted in it. The only problem is that it does not fit a 1/2 carat stone. Three different jewelers would not even consider trying it! Finally got one to do it and I have to say...I was a BIT unhappy with the results. A BIT! It is really pretty on and you have to look close to see the imperfections from mounting too big of a stone in it.
413924,1.0,2006,"Exactly as described, quick delivery but have since lost and are no longer available on Amazon.  Oh, well they will show up one day.  Great sunglasses."
413925,1.0,2006,The lenses are a little darker then the picture.  Which is what I wanted. I have a small face and I hoped these would fit. They are a little wider than what I wanted.  But I'm keeping them anyways!  All & all ---nice.
414307,1.0,2005,"This is a gorgeous bracelet that looks beautiful when I'm wearing red, dark pink and any burgundy colors. The color of the stones works with all kinds of pink and red ranges.

It has a great, very secure clasp. And best of all, the price is right!"
414803,1.0,2004,The quality of this jewelry was very good for the cost.  The chain is very heavy and sturdy.  The cross is also heavy and the stones shine like real diamonds.  You will not be disappointed.
415693,1.0,2006,"This bag was more spacious inside than I anticipated.  It was great for what I needed it for!  The outside it able to be wiped off and with 2 small children, that is a huge plus!  Love the bag!"
415733,1.0,2006,It's a good bag with lots of room for storage. It is a little large for small females and takes up more room on a train/bus/subway than one would suspect.
415734,1.0,2006,its fabulous....ive used it for a couple semesters....holds up great...confortable to wear....holds everything i need....and 2 laptop compartments..people at school have also purchased this bag after seening mine...holds large laptops (plus any wires needed). If your reading this review to make your decision...then let me make it for you...i should work for this company as much as i praise this bag
416185,1.0,2005,"This jockstrap feels great and fits well.  It doesn't roll and it doesn't make your crotch itch.  It looks great, too!"
416186,1.0,2003,"I love this item. It has a great fit, is comfortable and wears well. Oh..and not to forget..great price to!"
416530,1.0,2006,"I am a HUGE Steelers fan, and the sweatshirt was a big hit!"
417278,1.0,2006,"This is the skirt I have been searching for forever it seems.  Finally, I was able to get it through you."
418998,1.0,2006,"While it dosent look like a traditional promise ring, it shows that the love you feel for her is more then traditional kinda love. The ring isn't to big, but not quite to small either, very nice looking, it looks a lot more expensive then $65. Very good buy, my girlfriend loved it."
419361,1.0,2005,"I wear painful shoes all the time, I care about how the shoe looks rather than how it feels. These made my ankle a bit bloody. They are perfect exept around the edges are ridges, plastic or something, they rub into your feet when you walk. I hot glued a black satin ribbon around the edges and now I can walk fine. I love them and I wear these shoes alot."
